grade,13,14,15,16
K,270,242,260,230
1,221,260,224,222
2,289,216,261,219
3,259,282,214,254
4,276,257,286,210
5,272,281,264,281
6,243,254,266,243
7,236,249,262,268
8,187,247,255,265
